0	0	1	1	0.5	1.5	0.045516	0.014496	1.192E-4
0	0	1	1	0.5	1.5	0.045516	0.045018	0.0018197
0	0	1	1	0.5	1.5	0.045516	0.080839	0.0010145
0	0	1	1	0.5	1.5	0.045516	0.128650	0.0038279
0	0	1	1	0.5	1.5	0.045516	0.204750	-0.0043492
0	0	1	1	0.5	1.5	0.045516	0.367670	0.0023757
0	0	1	1	0.5	1.5	0.045516	1.141800	-5.0312E-4
0	0	1	1	0.5	1.5	0.141360	0.014496	-2.1562E-5
0	0	1	1	0.5	1.5	0.141360	0.045018	0.0034677
0	0	1	1	0.5	1.5	0.141360	0.080839	0.010217
0	0	1	1	0.5	1.5	0.141360	0.128650	0.065791
0	0	1	1	0.5	1.5	0.141360	0.204750	0.10038
0	0	1	1	0.5	1.5	0.141360	0.367670	-0.056374
0	0	1	1	0.5	1.5	0.141360	1.141800	0.0078794
0	0	1	1	0.5	1.5	0.253830	0.014496	4.6015E-4
0	0	1	1	0.5	1.5	0.253830	0.045018	8.8444E-4
0	0	1	1	0.5	1.5	0.253830	0.080839	-0.0075726
0	0	1	1	0.5	1.5	0.253830	0.128650	-0.11311
0	0	1	1	0.5	1.5	0.253830	0.204750	0.042047
0	0	1	1	0.5	1.5	0.253830	0.367670	0.71397
0	0	1	1	0.5	1.5	0.253830	1.141800	-0.039172
0	0	1	1	0.5	1.5	0.403970	0.014496	-0.0019755
0	0	1	1	0.5	1.5	0.403970	0.045018	-0.023645
0	0	1	1	0.5	1.5	0.403970	0.080839	-0.067159
0	0	1	1	0.5	1.5	0.403970	0.128650	0.11193
0	0	1	1	0.5	1.5	0.403970	0.204750	-0.66498
0	0	1	1	0.5	1.5	0.403970	0.367670	-0.99989
0	0	1	1	0.5	1.5	0.403970	1.141800	0.27743
0	0	1	1	0.5	1.5	0.642910	0.014496	0.0013161
0	0	1	1	0.5	1.5	0.642910	0.045018	0.0010343
0	0	1	1	0.5	1.5	0.642910	0.080839	0.11133
0	0	1	1	0.5	1.5	0.642910	0.128650	-0.35229
0	0	1	1	0.5	1.5	0.642910	0.204750	0.73931
0	0	1	1	0.5	1.5	0.642910	0.367670	-0.48449
0	0	1	1	0.5	1.5	0.642910	1.141800	-0.5897
0	0	1	1	0.5	1.5	1.154500	0.014496	5.0856E-4
0	0	1	1	0.5	1.5	1.154500	0.045018	0.028786
0	0	1	1	0.5	1.5	1.154500	0.080839	-0.051807
0	0	1	1	0.5	1.5	1.154500	0.128650	0.40697
0	0	1	1	0.5	1.5	1.154500	0.204750	-0.18114
0	0	1	1	0.5	1.5	1.154500	0.367670	1.1995
0	0	1	1	0.5	1.5	1.154500	1.141800	0.4358
0	0	1	1	0.5	1.5	3.585300	0.014496	-3.128E-6
0	0	1	1	0.5	1.5	3.585300	0.045018	-6.2499E-4
0	0	1	1	0.5	1.5	3.585300	0.080839	0.0011527
0	0	1	1	0.5	1.5	3.585300	0.128650	-0.0165
0	0	1	1	0.5	1.5	3.585300	0.204750	0.0064398
0	0	1	1	0.5	1.5	3.585300	0.367670	-0.0060644
0	0	1	1	0.5	1.5	3.585300	1.141800	-0.0036469
1	2	1	1	0.5	1.5	0.045516	0.014496	4.7637E-7
1	2	1	1	0.5	1.5	0.045516	0.045018	1.2836E-5
1	2	1	1	0.5	1.5	0.045516	0.080839	-6.1856E-6
1	2	1	1	0.5	1.5	0.045516	0.128650	1.5853E-4
1	2	1	1	0.5	1.5	0.045516	0.204750	-1.2829E-4
1	2	1	1	0.5	1.5	0.045516	0.367670	-8.744E-6
1	2	1	1	0.5	1.5	0.045516	1.141800	6.5545E-6
1	2	1	1	0.5	1.5	0.141360	0.014496	6.2107E-6
1	2	1	1	0.5	1.5	0.141360	0.045018	3.1398E-4
1	2	1	1	0.5	1.5	0.141360	0.080839	0.0012402
1	2	1	1	0.5	1.5	0.141360	0.128650	-9.8039E-5
1	2	1	1	0.5	1.5	0.141360	0.204750	0.0055293
1	2	1	1	0.5	1.5	0.141360	0.367670	-9.0821E-4
1	2	1	1	0.5	1.5	0.141360	1.141800	2.7063E-4
1	2	1	1	0.5	1.5	0.253830	0.014496	3.3335E-6
1	2	1	1	0.5	1.5	0.253830	0.045018	-5.1597E-4
1	2	1	1	0.5	1.5	0.253830	0.080839	1.0285E-4
1	2	1	1	0.5	1.5	0.253830	0.128650	0.0065636
1	2	1	1	0.5	1.5	0.253830	0.204750	0.016663
